name,definition,type,group,examples,hashtags,story,synonims
Урурур,"что-то очень милое, доброе, но иногда чуть страшное или чокнутое.",междометие и вводное слово,NonNone,"Вааау как всё урурур! •  Ты чё урурукнулся?  • Вы все очень урурушные! • И звезды такие... прям урурур!  • Урурур. Мпасибочкиииии! Прияяяяятно то как... • Зато сейчас урурур красивооо.  • Привет. Всем урурур.  • Уруруру, всем добрый вечер.  • Мой девиз — уруруру. • Сегодня какой-то сплошной урурур, а завтра еще и потеплеет. • Так милоооо урурур. ",#Общие ,NonNone,няшно.
Урыга,"Человек, который ведет себя очень, очень глупо.",сущ. ж. p. ,(Все люди),"Нет, ну ты чё урыга чтоле?! ",#Общие ,NonNone,Тупица и дебил.
Урыга,хороший человек.,NonNone,NonNone,NonNone,#Тюремныйслэнг ,NonNone,NonNone
Урыть,уйти.,глагол,NonNone,"Я к ним пришел, а они уже куда-то урыли. ",#Общие ,NonNone,NonNone
Урюк,Парень или мужчина кавказской или среднеазиатской нац.,"сущ., м. р. ",(гопники),"Эй, урюк, почем арбузы? Ты куда свою телегу опять поставил!? Урюк!!! ",#Общие   #,"От урюк (тюрк.), сушёные целые плоды абрикоса с косточками.","чурка, хачик, чучмек, чебурек, чурбан."
Усагимими,разновидность кемономими .,нескл. ,(аниме),NonNone,#Аниме ,"Яп. usamimi, usagimimi, usagi-chan, англ. bunnygirl — девочка-зайка.",NonNone
Усами Акихико,"Персонаж яойного аниме ""Чистая романтика"", писатель новелл.",NonNone,(Анимe/Мана),NonNone,#Аниме ,NonNone,"Усаги, Усаги сан/сенпай."
Усе,"Усе, это все.",NonNone,"(Так, усе пришли ко мне!)",Я купил колу. Когда я её вытащил из сумки то усе прибежали ко мне и стали просить попить. ,#Общие ,"Усе, это по белорусски Все.",NonNone
Усёк,"понял, вник, осознал.",гл. сов. вида,NonNone,"Еще раз, и я тя рожу наматаю, усек?!  • Кто идеи не усек, / Тот умом нескорый.  • Ты снова не усёк!  • Ты всё усёк.  • Будем расценивать как косвенное признание вины, усек?  • А то я как-то не усёк что 4гб отличются от 2гб стоимостью токо в ~1.3 раза.  • Прослушал три альбома - не усек.  • Усёк мою просьбу? ",#Общие ,NonNone,NonNone
Усекать,"понимать, вникать в суть дела.",несов. неперех.,NonNone,"Да усек, усек, — подтвердил я.  • Не усёк, это Ася поздоровалась или уже попрощалась с нами?  • Но тот не усёк.  • — А на хрена? — я еще не усёк.  • Я все усёк, прошу, пап, остынь. ",#Общие ,NonNone,NonNone
Усилок,"усилитель мощности, особенно — усилитель мощности звуковых частот.","-лка, м. ",(техника),Это же азбука — усилок не должен быть мощнее акустики! ,#Общие #Музыка ,NonNone,оконечник.
успо,"успокойтесь, успокойся.",NonNone,(подростки),NonNone,#Общие ,NonNone,остынь.
усрався,не дотерпел.,деепричастие ,(уличный сленг),усрався на улице я пошел домой. ,#Гопники ,от лехи произошло.,обосрался.
Уссака,"высшая степень одобрения, восторг.","-и, ж. ",(каменты),"И правда уссака, ржал долго и сильно.  • 10 страниц уссаки. • Весело до уссаки.  • Я в уссаке валяюсь! •  И все до уссаки счастливы. ",#Падонки ,NonNone,NonNone
Уссацца,оценка ситуации как очень смешной.,предикатив ,(каменты),NonNone,#Падонки ,"Искаж от усцатся —  обоcцаться, обмочить штаны от смеха.","усаца, усацца."
Устав клана,"документ произвольной формы, в котором обычно прописана политика клана, задачи клана, права, обязанности и правила поведения членов клана, условия приёма и исключения и пр.",NonNone,(геймеры),"Как это ему устав клана не писан, если он его сам и писал!? ",#Геймеры ,NonNone,NonNone
Устаканится,"успокоится, придет в нейтральное состояние.",NonNone,NonNone,Так завтра всё устаканится в конторе и мы пойдём просить отпуск. ,#Общие ,NonNone,NonNone
Устаканить,"отладить, наладить, договориться, придти к соглашению путём переговоров, уладить конфликт; также в смысле успокоить.",сов. перех.,NonNone,"Я уже устаканил этот вопрос с коллегами.  • Как нам устаканить Россию.  • А кто должен был дату устаканить?  • А нельзя-ли цены устаканить?  • Теперь нужно все устаканить.  • Без коллектива спецов трудно все это устаканить.  • А то я никак не могу свои чувства устаканить.  • По-моему, лучше сразу попытаться устаканить ситуацию.  • Устаканить винду. ",#Общие ,NonNone,NonNone
Устал,замучил.,глагол ,"(везде, где позволит совесть, употребляется только в прошлом времени совершенного вида)",Он меня так устал!!! ,#Общие ,NonNone,NonNone
установить,"Поставить надлежащим образом, смонтировать.",NonNone,(например: установить прицеп.),NonNone,#Общие #Интернет ,NonNone,NonNone
Устная ролевая игра,"предполагает наличие виртуальной карты мира, где в поисках приключений путешествуют персонажи, каждое действие которых регулируется броском игрального кубика.",NonNone,(ролевики),NonNone,#Ролевики ,NonNone,"син. устная ролевуха, см. также дэнжен."
Устроить тёмную,"в прямом смысле — избиение человека (чаще всего ночью), несколькими людьми  с закрытием его глаз (чаще одеялом), для исключения возможности определения участвующих лиц с последующим докладом руководству (стукачеством).",NonNone,NonNone,"(1) Он подставил нас, устроим ему сегодня темную.  • А может, дружки «тёмную» устроили?  • Тарчане устроили знаменцам «тёмную»: вчера утром из Знаменской районной больницы в полицию поступило сообщение о причинении телесных повреждений.  • Неужели свои приятели тёмную устроили?  • в исправительной колонии Златоуста устроили темную.  • Ландику в СИЗО устроили темную.(2) Финансовым группам устроят темную.  • Из-за Януковича луганчанам устроили «темную».  • Миллионам французов устроили «темную»: технический сбой лишил электричества миллионы жителей Лазурного берега.  • Россия пригрозила устроить Беларуси «темную»: Россия вдвое сократила поставки электроэнергии в Беларусь. ",#Общие ,NonNone,NonNone
Усуратонкачи,"Придурок, дурак, глупый.","сущ., м.р. ",(Аниме),"- Усуратонкачи!
- Что ты сказал?! ",#Аниме ,NonNone,недалекий человек.
Усуротанкачи,"неудачник, глупец.",нескл. ,"(аниме, обзывательство)",NonNone,#Аниме ,"В культовом аниме Naruto, в сериях «Хроники Конохи», Саске называет так Наруто, после того как тот облажался при проверке знаний в академии.",NonNone
Утиль,"специальные вспомогательные программы, предназначенные для служебных целей.",-ля. м. ,(айтишники),Для проверки памяти использую утиль Memtest. • К массиву прилагался утиль для востановления целостности.  • Загрузи с самсунга утиль проверки диска. ,#Айтишники ,"Англ. utility, как техн. термин означает ровно то же самое,  букв. —  полезное, полезность.","утили, утилиты, утиля (ж. р.)"
утипутичное,"что-то очень милое, няшное, каваи.","прилаг., ср.р. ",(странные люди),NonNone,#Общие ,NonNone,"милый, каваи, няшный."
Утка,"Обман, выдающийся за правду и считающийся долгое время ею.",Сущ. Ж.р. ,(Сериаломаны и т.п.),NonNone,#Общие ,NonNone,"Фейк, лажь."
